Code,Description,last_updated
V81.1,Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident,09-06-2025
V81.2,Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock,09-06-2025
V81.3,Occupant of railway train or railway vehicle injured in collision with other object,09-06-2025
V81.4,Person injured while boarding or alighting from railway train or railway vehicle,09-06-2025
V81.5,Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle,09-06-2025
V81.6,Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle,09-06-2025
V81.7,Occupant of railway train or railway vehicle injured in derailment without antecedent collision,09-06-2025
V81.8,Occupant of railway train or railway vehicle injured in other specified railway accidents,09-06-2025
V81.9,Occupant of railway train or railway vehicle injured in unspecified railway accident,09-06-2025
V82.0,Occupant of streetcar injured in collision with motor vehicle in nontraffic accident,09-06-2025
V82.1,Occupant of streetcar injured in collision with motor vehicle in traffic accident,09-06-2025
V82.2,Occupant of streetcar injured in collision with or hit by rolling stock,09-06-2025
V82.3,Occupant of streetcar injured in collision with other object,09-06-2025
V82.4,Person injured while boarding or alighting from streetcar,09-06-2025
V82.5,Occupant of streetcar injured by fall in streetcar,09-06-2025
V82.6,Occupant of streetcar injured by fall from streetcar,09-06-2025
V82.7,Occupant of streetcar injured in derailment without antecedent collision,09-06-2025
V82.8,Occupant of streetcar injured in other specified transport accidents,09-06-2025
V82.9,Occupant of streetcar injured in unspecified traffic accident,09-06-2025
V83.0,Driver of special industrial vehicle injured in traffic accident,09-06-2025
V83.1,Passenger of special industrial vehicle injured in traffic accident,09-06-2025
V83.2,Person on outside of special industrial vehicle injured in traffic accident,09-06-2025
V83.3,Unspecified occupant of special industrial vehicle injured in traffic accident,09-06-2025
V83.4,Person injured while boarding or alighting from special industrial vehicle,09-06-2025
V83.5,Driver of special industrial vehicle injured in nontraffic accident,09-06-2025
V83.6,Passenger of special industrial vehicle injured in nontraffic accident,09-06-2025
V83.7,Person on outside of special industrial vehicle injured in nontraffic accident,09-06-2025
V83.9,Unspecified occupant of special industrial vehicle injured in nontraffic accident,09-06-2025
V84.0,Driver of special agricultural vehicle injured in traffic accident,09-06-2025
V84.1,Passenger of special agricultural vehicle injured in traffic accident,09-06-2025
V84.2,Person on outside of special agricultural vehicle injured in traffic accident,09-06-2025
V84.3,Unspecified occupant of special agricultural vehicle injured in traffic accident,09-06-2025
V84.4,Person injured while boarding or alighting from special agricultural vehicle,09-06-2025
V84.5,Driver of special agricultural vehicle injured in nontraffic accident,09-06-2025
V84.6,Passenger of special agricultural vehicle injured in nontraffic accident,09-06-2025
V84.7,Person on outside of special agricultural vehicle injured in nontraffic accident,09-06-2025
V84.9,Unspecified occupant of special agricultural vehicle injured in nontraffic accident,09-06-2025
V85.0,Driver of special construction vehicle injured in traffic accident,09-06-2025
V85.1,Passenger of special construction vehicle injured in traffic accident,09-06-2025
V85.2,Person on outside of special construction vehicle injured in traffic accident,09-06-2025
V85.3,Unspecified occupant of special construction vehicle injured in traffic accident,09-06-2025
V85.4,Person injured while boarding or alighting from special construction vehicle,09-06-2025
V85.5,Driver of special construction vehicle injured in nontraffic accident,09-06-2025
V85.6,Passenger of special construction vehicle injured in nontraffic accident,09-06-2025
V85.7,Person on outside of special construction vehicle injured in nontraffic accident,09-06-2025
V85.9,Unspecified occupant of special construction vehicle injured in nontraffic accident,09-06-2025
V86.0,Driver of all-terrain or other off-road motor vehicle injured in traffic accident,09-06-2025
V86.1,Passenger of all-terrain or other off-road motor vehicle injured in traffic accident,09-06-2025
V86.2,Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident,09-06-2025
V86.3,Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident,09-06-2025
V86.4,Person injured while boarding or alighting from all-terrain or other off-road motor vehicle,09-06-2025
V86.5,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident,09-06-2025
V86.6,Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident,09-06-2025
V86.7,Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident,09-06-2025
V86.9,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,09-06-2025
V87.0,Person injured in collision between car and two- or three-wheeled motor vehicle (traffic),09-06-2025
V87.1,Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic),09-06-2025
V87.2,Person injured in collision between car and pick-up truck or van (traffic),09-06-2025
V87.3,Person injured in collision between car and bus (traffic),09-06-2025
V87.4,Person injured in collision between car and heavy transport vehicle (traffic),09-06-2025
V87.5,Person injured in collision between heavy transport vehicle and bus (traffic),09-06-2025
V87.6,Person injured in collision between railway train or railway vehicle and car (traffic),09-06-2025
V87.7,Person injured in collision between other specified motor vehicles (traffic),09-06-2025
V87.8,Person injured in other specified noncollision transport accidents involving motor vehicle (traffic),09-06-2025
V87.9,Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic),09-06-2025
V88.0,"Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic",09-06-2025
V88.1,"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic",09-06-2025
V88.2,"Person injured in collision between car and pick-up truck or van, nontraffic",09-06-2025
V88.3,"Person injured in collision between car and bus, nontraffic",09-06-2025
V88.4,"Person injured in collision between car and heavy transport vehicle, nontraffic",09-06-2025
V88.5,"Person injured in collision between heavy transport vehicle and bus, nontraffic",09-06-2025
V88.6,"Person injured in collision between railway train or railway vehicle and car, nontraffic",09-06-2025
V88.7,"Person injured in collision between other specified motor vehicles, nontraffic",09-06-2025
V88.8,"Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic",09-06-2025
V88.9,"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic",09-06-2025
V89.0,"Person injured in unspecified motor-vehicle accident, nontraffic",09-06-2025
V89.1,"Person injured in unspecified nonmotor-vehicle accident, nontraffic",09-06-2025
V89.2,"Person injured in unspecified motor-vehicle accident, traffic",09-06-2025
V89.3,"Person injured in unspecified nonmotor-vehicle accident, traffic",09-06-2025
V89.9,Person injured in unspecified vehicle accident,09-06-2025
V90.0,Merchant ship,09-06-2025
V90.1,Passenger ship,09-06-2025
V90.2,Fishing boat,09-06-2025
V90.3,Other powered watercraft,09-06-2025
V90.4,Sailboat,09-06-2025
V90.5,Canoe or kayak,09-06-2025
V90.6,Inflatable craft (nonpowered),09-06-2025
V90.7,Water-skis,09-06-2025
V90.8,Other unpowered watercraft,09-06-2025
V90.9,Unspecified watercraft,09-06-2025
V91.0,Merchant ship,09-06-2025
V91.1,Passenger ship,09-06-2025
V91.2,Fishing boat,09-06-2025
V91.3,Other powered watercraft,09-06-2025
V91.4,Sailboat,09-06-2025
V91.5,Canoe or kayak,09-06-2025
V91.6,Inflatable craft (nonpowered),09-06-2025
V91.7,Water-skis,09-06-2025
V91.8,Other unpowered watercraft,09-06-2025
V91.9,Unspecified watercraft,09-06-2025
V92.0,Merchant ship,09-06-2025
V92.1,Passenger ship,09-06-2025
V92.2,Fishing boat,09-06-2025
V92.3,Other powered watercraft,09-06-2025
V92.4,Sailboat,09-06-2025
V92.5,Canoe or kayak,09-06-2025
V92.6,Inflatable craft (nonpowered),09-06-2025
V92.7,Water-skis,09-06-2025
V92.8,Other unpowered watercraft,09-06-2025
V92.9,Unspecified watercraft,09-06-2025
V93.0,Merchant ship,09-06-2025
V93.1,Passenger ship,09-06-2025
V93.2,Fishing boat,09-06-2025
V93.3,Other powered watercraft,09-06-2025
V93.4,Sailboat,09-06-2025
V93.5,Canoe or kayak,09-06-2025
V93.6,Inflatable craft (nonpowered),09-06-2025
V93.7,Water-skis,09-06-2025
V93.8,Other unpowered watercraft,09-06-2025
V93.9,Unspecified watercraft,09-06-2025
V94.0,Merchant ship,09-06-2025
V94.1,Passenger ship,09-06-2025
V94.2,Fishing boat,09-06-2025
V94.3,Other powered watercraft,09-06-2025
V94.4,Sailboat,09-06-2025
V94.5,Canoe or kayak,09-06-2025
V94.6,Inflatable craft (nonpowered),09-06-2025
V94.7,Water-skis,09-06-2025
V94.8,Other unpowered watercraft,09-06-2025
V94.9,Unspecified watercraft,09-06-2025
V95.0,Helicopter accident injuring occupant,09-06-2025
V95.1,"Ultralight, microlight or powered-glider accident injuring occupant",09-06-2025
V95.2,"Accident to other private fixed-wing aircraft, injuring occupant",09-06-2025
V95.3,"Accident to commercial fixed-wing aircraft, injuring occupant",09-06-2025
V95.4,Spacecraft accident injuring occupant,09-06-2025
V95.8,Other aircraft accidents injuring occupant,09-06-2025
V95.9,Unspecified aircraft accident injuring occupant,09-06-2025
V96.0,Balloon accident injuring occupant,09-06-2025
V96.1,Hang-glider accident injuring occupant,09-06-2025
V96.2,Glider (nonpowered) accident injuring occupant,09-06-2025
V96.8,Other nonpowered-aircraft accidents injuring occupant,09-06-2025
V96.9,Unspecified nonpowered-aircraft accident injuring occupant,09-06-2025
V97.0,Occupant of aircraft injured in other specified air transport accidents,09-06-2025
V97.1,Person injured while boarding or alighting from aircraft,09-06-2025
V97.2,Parachutist injured in air transport accident,09-06-2025
V97.3,Person on ground injured in air transport accident,09-06-2025
V97.8,"Other air transport accidents, not elsewhere classified",09-06-2025
W26.0,"Contact with knife, sword or dagger",09-06-2025
W26.8,"Contact with other sharp object(s), not elsewhere classified",09-06-2025
W26.9,Contact with unspecified sharp object(s),09-06-2025
X34.0,Victim of cataclysmic earth movements caused by earthquake,09-06-2025
X34.1,Victim of tsunami,09-06-2025
X34.8,Victim of other specified effects of earthquake,09-06-2025
X34.9,Victim of unspecified effect of earthquake,09-06-2025
X47.0,Accidental poisoning by and exposure to carbon monoxide from combustion engine exhaust,09-06-2025
X47.1,Accidental poisoning by and exposure to carbon monoxide from utility gas,09-06-2025
X47.2,Accidental poisoning by and exposure to carbon monoxide from other domestic fuels,09-06-2025
X47.3,Accidental poisoning by and exposure to carbon monoxide from other sources,09-06-2025
X47.4,Accidental poisoning by and exposure to carbon monoxide from unspecified sources,09-06-2025
X47.8,Accidental poisoning by and exposure to other specified gases and vapours,09-06-2025
X47.9,Accidental poisoning by and exposure to unspecified gases and vapours,09-06-2025
X59.0,Exposure to unspecified factor causing fracture,09-06-2025
X59.9,Exposure to unspecified factor causing other and unspecified injury,09-06-2025
X67.0,Intentional self-poisoning by and exposure to carbon monoxide from combustion engine exhaust,09-06-2025
X67.1,Intentional self-poisoning by and exposure to carbon monoxide from utility gas,09-06-2025
X67.2,Intentional self-poisoning by and exposure to carbon monoxide from other domestic fuels,09-06-2025
X67.3,Intentional self-poisoning by and exposure to carbon monoxide from other sources,09-06-2025
X67.4,Intentional self-poisoning by and exposure to carbon monoxide from unspecified sources,09-06-2025
X67.8,Intentional self-poisoning by and exposure to other specified gases and vapours,09-06-2025
X67.9,Intentional self-poisoning by and exposure to unspecified gases and vapours,09-06-2025
X88.0,Assault by carbon monoxide from combustion engine exhaust,09-06-2025
X88.1,Assault by carbon monoxide from utility gas,09-06-2025
X88.2,Assault by carbon monoxide from other domestic fuels,09-06-2025
X88.3,Assault by carbon monoxide from other sources,09-06-2025
X88.4,Assault by carbon monoxide from unspecified sources,09-06-2025
X88.8,Assault by other specified gases and vapours,09-06-2025
X88.9,Assault by unspecified gases and vapours,09-06-2025
Y06.0,By spouse or partner,09-06-2025
Y06.1,By parent,09-06-2025
Y06.2,By acquaintance or friend,09-06-2025
Y06.8,By other specified persons,09-06-2025
Y06.9,By unspecified person,09-06-2025
Y07.0,By spouse or partner,09-06-2025
Y07.1,By parent,09-06-2025
Y07.2,By acquaintance or friend,09-06-2025
Y07.3,By official authorities,09-06-2025
Y07.8,By other specified persons,09-06-2025
Y07.9,By unspecified person,09-06-2025
Y17.0,"Poisoning by and exposure to carbon monoxide from combustion engine exhaust, undetermined intent",09-06-2025
Y17.1,"Poisoning by and exposure to carbon monoxide from utility gas, undetermined intent",09-06-2025
Y17.2,"Poisoning by and exposure to carbon monoxide from other domestic fuels, undetermined intent",09-06-2025
Y17.3,"Poisoning by and exposure to carbon monoxide from other sources, undetermined intent",09-06-2025
Y17.4,"Poisoning by and exposure to carbon monoxide from unspecified sources, undetermined intent",09-06-2025
Y17.8,"Poisoning by and exposure to other specified gases and vapours, undetermined intent",09-06-2025
Y17.9,"Poisoning by and exposure to unspecified gases and vapours, undetermined intent",09-06-2025
Y35.0,Legal intervention involving firearm discharge,09-06-2025
Y35.1,Legal intervention involving explosives,09-06-2025
Y35.2,Legal intervention involving gas,09-06-2025
Y35.3,Legal intervention involving blunt objects,09-06-2025
Y35.4,Legal intervention involving sharp objects,09-06-2025
Y35.5,Legal execution,09-06-2025
Y35.6,Legal intervention involving other specified means,09-06-2025
Y35.7,"Legal intervention, means unspecified",09-06-2025
Y36.0,War operations involving explosion of marine weapons,09-06-2025
Y36.1,War operations involving destruction of aircraft,09-06-2025
Y36.2,War operations involving other explosions and fragments,09-06-2025
Y36.3,"War operations involving fires, conflagrations and hot substances",09-06-2025
Y36.4,War operations involving firearm discharge and other forms of conventional warfare,09-06-2025
Y36.5,War operations involving nuclear weapons,09-06-2025
Y36.6,War operations involving biological weapons,09-06-2025
Y36.7,War operations involving chemical weapons and other forms of unconventional warfare,09-06-2025
Y36.8,War operations occurring after cessation of hostilities,09-06-2025
Y36.9,"War operations, unspecified",09-06-2025
Y40.0,Penicillins,09-06-2025
Y40.1,Cefalosporins and other beta-lactam antibiotics,09-06-2025
Y40.2,Chloramphenicol group,09-06-2025
Y40.3,Macrolides,09-06-2025
Y40.4,Tetracyclines,09-06-2025
Y40.5,Aminoglycosides,09-06-2025
Y40.6,Rifamycins,09-06-2025
Y40.7,"Antifungal antibiotics, systemically used",09-06-2025
Y40.8,Other systemic antibiotics,09-06-2025
Y40.9,"Systemic antibiotic, unspecified",09-06-2025
Y41.0,Sulfonamides,09-06-2025
Y41.1,Antimycobacterial drugs,09-06-2025
Y41.2,Antimalarials and drugs acting on other blood protozoa,09-06-2025
Y41.3,Other antiprotozoal drugs,09-06-2025
Y41.4,Anthelminthics,09-06-2025
Y41.5,Antiviral drugs,09-06-2025
Y41.8,Other specified systemic anti-infectives and antiparasitics,09-06-2025
Y41.9,"Systemic anti-infective and antiparasitic, unspecified",09-06-2025
Y42.0,Glucocorticoids and synthetic analogues,09-06-2025
Y42.1,Thyroid hormones and substitutes,09-06-2025
Y42.2,Antithyroid drugs,09-06-2025
Y42.3,Insulin and oral hypoglycaemic [antidiabetic] drugs,09-06-2025
Y42.4,Oral contraceptives,09-06-2025
Y42.5,Other estrogens and progestogens,09-06-2025
Y42.6,"Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",09-06-2025
Y42.7,Androgens and anabolic congeners,09-06-2025
Y42.8,Other and unspecified hormones and their synthetic substitutes,09-06-2025
Y42.9,Other and unspecified hormone antagonists,09-06-2025
Y43.0,Antiallergic and antiemetic drugs,09-06-2025
Y43.1,Antineoplastic antimetabolites,09-06-2025
Y43.2,Antineoplastic natural products,09-06-2025
Y43.3,Other antineoplastic drugs,09-06-2025
Y43.4,Immunosuppressive agents,09-06-2025
Y43.5,Acidifying and alkalizing agents,09-06-2025
Y43.6,"Enzymes, not elsewhere classified",09-06-2025
Y43.8,"Other primarily systemic agents, not elsewhere classified",09-06-2025
Y43.9,"Primarily systemic agent, unspecified",09-06-2025
Y44.0,Iron preparations and other anti-hypochromic-anaemia preparations,09-06-2025
Y44.1,"Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",09-06-2025
Y44.2,Anticoagulants,09-06-2025
Y44.3,"Anticoagulant antagonists, vitamin K and other coagulants",09-06-2025
Y44.4,Antithrombotic drugs [platelet-aggregation inhibitors],09-06-2025
Y44.5,Thrombolytic drugs,09-06-2025
Y44.6,Natural blood and blood products,09-06-2025
Y44.7,Plasma substitutes,09-06-2025
Y44.9,Other and unspecified agents affecting blood constituents,09-06-2025
Y45.0,Opioids and related analgesics,09-06-2025
Y45.1,Salicylates,09-06-2025
Y45.2,Propionic acid derivatives,09-06-2025
Y45.3,Other nonsteroidal anti-inflammatory drugs [NSAID],09-06-2025
Y45.4,Antirheumatics,09-06-2025
Y45.5,4-Aminophenol derivatives,09-06-2025
Y45.8,Other analgesics and antipyretics,09-06-2025
Y45.9,"Analgesic, antipyretic and anti-inflammatory drug, unspecified",09-06-2025
Y46.0,Succinimides,09-06-2025
Y46.1,Oxazolidinediones,09-06-2025
Y46.2,Hydantoin derivatives,09-06-2025
Y46.3,Deoxybarbiturates,09-06-2025
Y46.4,Iminostilbenes,09-06-2025
Y46.5,Valproic acid,09-06-2025
Y46.6,Other and unspecified antiepileptics,09-06-2025
Y46.7,Antiparkinsonism drugs,09-06-2025
Y46.8,Antispasticity drugs,09-06-2025
Y47.0,"Barbiturates, not elsewhere classified",09-06-2025
Y47.1,Benzodiazepines,09-06-2025
Y47.2,Cloral derivatives,09-06-2025
Y47.3,Paraldehyde,09-06-2025
Y47.4,Bromine compounds,09-06-2025
Y47.5,"Mixed sedatives and hypnotics, not elsewhere classified",09-06-2025
Y47.8,"Other sedatives, hypnotics and antianxiety drugs",09-06-2025
Y47.9,"Sedative, hypnotic and antianxiety drug, unspecified",09-06-2025
Y48.0,Inhaled anaesthetics,09-06-2025
Y48.1,Parenteral anaesthetics,09-06-2025
Y48.2,Other and unspecified general anaesthetics,09-06-2025
Y48.3,Local anaesthetics,09-06-2025
Y48.4,"Anaesthetic, unspecified",09-06-2025
Y48.5,Therapeutic gases,09-06-2025
Y49.0,Tricyclic and tetracyclic antidepressants,09-06-2025
Y49.1,Monoamine-oxidase-inhibitor antidepressants,09-06-2025
Y49.2,Other and unspecified antidepressants,09-06-2025
Y49.3,Phenothiazine antipsychotics and neuroleptics,09-06-2025
Y49.4,Butyrophenone and thioxanthene neuroleptics,09-06-2025
Y49.5,Other antipsychotics and neuroleptics,09-06-2025
Y49.6,Psychodysleptics [hallucinogens],09-06-2025
Y49.7,Psychostimulants with abuse potential,09-06-2025
Y49.8,"Other psychotropic drugs, not elsewhere classified",09-06-2025
Y49.9,"Psychotropic drug, unspecified",09-06-2025
Y50.0,Analeptics,09-06-2025
Y50.1,Opioid receptor antagonists,09-06-2025
Y50.2,"Methylxanthines, not elsewhere classified",09-06-2025
Y50.8,Other central nervous system stimulants,09-06-2025
Y50.9,"Central nervous system stimulant, unspecified",09-06-2025
Y51.0,Anticholinesterase agents,09-06-2025
Y51.1,Other parasympathomimetics [cholinergics],09-06-2025
Y51.2,"Ganglionic blocking drugs, not elsewhere classified",09-06-2025
Y51.3,"Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",09-06-2025
Y51.4,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",09-06-2025
Y51.5,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified",09-06-2025
Y51.6,"Alpha-adrenoreceptor antagonists, not elsewhere classified",09-06-2025
Y51.7,"Beta-adrenoreceptor antagonists, not elsewhere classified",09-06-2025
Y51.8,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",09-06-2025
Y51.9,Other and unspecified drugs primarily affecting the autonomic nervous system,09-06-2025
Y52.0,Cardiac-stimulant glycosides and drugs of similar action,09-06-2025
Y52.1,Calcium-channel blockers,09-06-2025
Y52.2,"Other antidysrhythmic drugs, not elsewhere classified",09-06-2025
Y52.3,"Coronary vasodilators, not elsewhere classified",09-06-2025
Y52.4,Angiotensin-converting-enzyme inhibitors,09-06-2025
Y52.5,"Other antihypertensive drugs, not elsewhere classified",09-06-2025
Y52.6,Antihyperlipidaemic and antiarteriosclerotic drugs,09-06-2025
Y52.7,Peripheral vasodilators,09-06-2025
Y52.8,"Antivaricose drugs, including sclerosing agents",09-06-2025
Y52.9,Other and unspecified agents primarily affecting the cardiovascular system,09-06-2025
Y53.0,Histamine H2-receptor antagonists,09-06-2025
Y53.1,Other antacids and anti-gastric-secretion drugs,09-06-2025
Y53.2,Stimulant laxatives,09-06-2025
Y53.3,Saline and osmotic laxatives,09-06-2025
Y53.4,Other laxatives,09-06-2025
Y53.5,Digestants,09-06-2025
Y53.6,Antidiarrhoeal drugs,09-06-2025
Y53.7,Emetics,09-06-2025
Y53.8,Other agents primarily affecting the gastrointestinal system,09-06-2025
Y53.9,"Agent primarily affecting the gastrointestinal system, unspecified",09-06-2025
Y54.0,Mineralocorticoids,09-06-2025
Y54.1,Mineralocorticoid antagonists [aldosterone antagonists],09-06-2025
Y54.2,Carbonic-anhydrase inhibitors,09-06-2025
Y54.3,Benzothiadiazine derivatives,09-06-2025
Y54.4,Loop [high-ceiling] diuretics,09-06-2025
Y54.5,Other diuretics,09-06-2025
Y54.6,"Electrolytic, caloric and water-balance agents",09-06-2025
Y54.7,Agents affecting calcification,09-06-2025
Y54.8,Agents affecting uric acid metabolism,09-06-2025
Y54.9,"Mineral salts, not elsewhere classified",09-06-2025
Y55.0,Oxytocic drugs,09-06-2025
Y55.1,Skeletal muscle relaxants [neuromuscular blocking agents],09-06-2025
Y55.2,Other and unspecified agents primarily acting on muscles,09-06-2025
Y55.3,Antitussives,09-06-2025
Y55.4,Expectorants,09-06-2025
Y55.5,Anti-common-cold drugs,09-06-2025
Y55.6,"Antiasthmatics, not elsewhere classified",09-06-2025
Y55.7,Other and unspecified agents primarily acting on the respiratory system,09-06-2025
Y56.0,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",09-06-2025
Y56.1,Antipruritics,09-06-2025
Y56.2,Local astringents and local detergents,09-06-2025
Y56.3,"Emollients, demulcents and protectants",09-06-2025
Y56.4,"Keratolytics, keratoplastics and other hair treatment drugs and preparations",09-06-2025
Y56.5,Ophthalmological drugs and preparations,09-06-2025
Y56.6,Otorhinolaryngological drugs and preparations,09-06-2025
Y56.7,"Dental drugs, topically applied",09-06-2025
Y56.8,Other topical agents,09-06-2025
Y56.9,"Topical agent, unspecified",09-06-2025
Y57.0,Appetite depressants [anorectics],09-06-2025
Y57.1,Lipotropic drugs,09-06-2025
Y57.2,"Antidotes and chelating agents, not elsewhere classified",09-06-2025
Y57.3,Alcohol deterrents,09-06-2025
Y57.4,Pharmaceutical excipients,09-06-2025
Y57.5,X-ray contrast media,09-06-2025
Y57.6,Other diagnostic agents,09-06-2025
Y57.7,"Vitamins, not elsewhere classified",09-06-2025
Y57.8,Other drugs and medicaments,09-06-2025
Y57.9,"Drug or medicament, unspecified",09-06-2025
Y58.0,BCG vaccine,09-06-2025
Y58.1,Typhoid and paratyphoid vaccine,09-06-2025
Y58.2,Cholera vaccine,09-06-2025
Y58.3,Plague vaccine,09-06-2025
Y58.4,Tetanus vaccine,09-06-2025
Y58.5,Diphtheria vaccine,09-06-2025
Y58.6,"Pertussis vaccine, including combinations with a pertussis component",09-06-2025
Y58.8,"Mixed bacterial vaccines, except combinations with a pertussis component",09-06-2025
Y58.9,Other and unspecified bacterial vaccines,09-06-2025
Y59.0,Viral vaccines,09-06-2025
Y59.1,Rickettsial vaccines,09-06-2025
Y59.2,Protozoal vaccines,09-06-2025
Y59.3,Immunoglobulin,09-06-2025
Y59.8,Other specified vaccines and biological substances,09-06-2025
Y59.9,"Vaccine or biological substance, unspecified",09-06-2025
Y60.0,During surgical operation,09-06-2025
Y60.1,During infusion or transfusion,09-06-2025
Y60.2,During kidney dialysis or other perfusion,09-06-2025
Y60.3,During injection or immunization,09-06-2025
Y60.4,During endoscopic examination,09-06-2025
Y60.5,During heart catheterization,09-06-2025
Y60.6,"During aspiration, puncture and other catheterization",09-06-2025
Y60.7,During administration of enema,09-06-2025
Y60.8,During other surgical and medical care,09-06-2025
Y60.9,During unspecified surgical and medical care,09-06-2025
Y61.0,During surgical operation,09-06-2025
Y61.1,During infusion or transfusion,09-06-2025
Y61.2,During kidney dialysis or other perfusion,09-06-2025
Y61.3,During injection or immunization,09-06-2025
Y61.4,During endoscopic examination,09-06-2025
Y61.5,During heart catheterization,09-06-2025
Y61.6,"During aspiration, puncture and other catheterization",09-06-2025
Y61.7,During removal of catheter or packing,09-06-2025
Y61.8,During other surgical and medical care,09-06-2025
Y61.9,During unspecified surgical and medical care,09-06-2025
Y62.0,During surgical operation,09-06-2025
Y62.1,During infusion or transfusion,09-06-2025
Y62.2,During kidney dialysis or other perfusion,09-06-2025
Y62.3,During injection or immunization,09-06-2025
Y62.4,During endoscopic examination,09-06-2025
Y62.5,During heart catheterization,09-06-2025
Y62.6,"During aspiration, puncture and other catheterization",09-06-2025
Y62.8,During other surgical and medical care,09-06-2025
Y62.9,During unspecified surgical and medical care,09-06-2025
Y63.0,Excessive amount of blood or other fluid given during transfusion or infusion,09-06-2025
Y63.1,Incorrect dilution of fluid used during infusion,09-06-2025
Y63.2,Overdose of radiation given during therapy,09-06-2025
Y63.3,Inadvertent exposure of patient to radiation during medical care,09-06-2025
Y63.4,Failure in dosage in electroshock or insulin-shock therapy,09-06-2025
Y63.5,Inappropriate temperature in local application and packing,09-06-2025
Y63.6,"Nonadministration of necessary drug, medicament or biological substance",09-06-2025
Y63.8,Failure in dosage during other surgical and medical care,09-06-2025
Y63.9,Failure in dosage during unspecified surgical and medical care,09-06-2025
Y64.0,"Contaminated medical or biological substance, transfused or infused",09-06-2025
Y64.1,"Contaminated medical or biological substance, injected or used for immunization",09-06-2025
Y64.8,Contaminated medical or biological substance administered by other means,09-06-2025
Y64.9,Contaminated medical or biological substance administered by unspecified means,09-06-2025
Y65.0,Mismatched blood used in transfusion,09-06-2025
Y65.1,Wrong fluid used in infusion,09-06-2025
Y65.2,Failure in suture or ligature during surgical operation,09-06-2025
Y65.3,Endotracheal tube wrongly placed during anaesthetic procedure,09-06-2025
Y65.4,Failure to introduce or to remove other tube or instrument,09-06-2025
Y65.5,Performance of inappropriate operation,09-06-2025
Y65.8,Other specified misadventures during surgical and medical care,09-06-2025
Y70.0,Diagnostic and monitoring devices,09-06-2025
Y70.1,Therapeutic (nonsurgical) and rehabilitative devices,09-06-2025
Y70.2,"Prosthetic and other implants, materials and accessory devices",09-06-2025
Y70.3,"Surgical instruments, materials and devices (including sutures)",09-06-2025
Y70.8,"Miscellaneous devices, not elsewhere classified",09-06-2025
Y71.0,Diagnostic and monitoring devices,09-06-2025
Y71.1,Therapeutic (nonsurgical) and rehabilitative devices,09-06-2025
Y71.2,"Prosthetic and other implants, materials and accessory devices",09-06-2025
Y71.3,"Surgical instruments, materials and devices (including sutures)",09-06-2025
Y71.8,"Miscellaneous devices, not elsewhere classified",09-06-2025
Y72.0,Diagnostic and monitoring devices,09-06-2025
Y72.1,Therapeutic (nonsurgical) and rehabilitative devices,09-06-2025
Y72.2,"Prosthetic and other implants, materials and accessory devices",09-06-2025
Y72.3,"Surgical instruments, materials and devices (including sutures)",09-06-2025
Y72.8,"Miscellaneous devices, not elsewhere classified",09-06-2025
Y73.0,Diagnostic and monitoring devices,09-06-2025
Y73.1,Therapeutic (nonsurgical) and rehabilitative devices,09-06-2025
Y73.2,"Prosthetic and other implants, materials and accessory devices",09-06-2025
Y73.3,"Surgical instruments, materials and devices (including sutures)",09-06-2025
Y73.8,"Miscellaneous devices, not elsewhere classified",09-06-2025
Y74.0,Diagnostic and monitoring devices,09-06-2025
Y74.1,Therapeutic (nonsurgical) and rehabilitative devices,09-06-2025
Y74.2,"Prosthetic and other implants, materials and accessory devices",09-06-2025
Y74.3,"Surgical instruments, materials and devices (including sutures)",09-06-2025
Y74.8,"Miscellaneous devices, not elsewhere classified",09-06-2025
Y75.0,Diagnostic and monitoring devices,09-06-2025
Y75.1,Therapeutic (nonsurgical) and rehabilitative devices,09-06-2025
Y75.2,"Prosthetic and other implants, materials and accessory devices",09-06-2025
Y75.3,"Surgical instruments, materials and devices (including sutures)",09-06-2025
Y75.8,"Miscellaneous devices, not elsewhere classified",09-06-2025
